time,P,G(i),H_sun,T2m,WS10m,Int
2025-01-01 00:30:00,0.0,0.0,0.0,2.59,5.31,0.0
2025-01-01 01:30:00,0.0,0.0,0.0,2.75,5.38,0.0
2025-01-01 02:30:00,0.0,0.0,0.0,3.07,5.24,0.0
2025-01-01 03:30:00,0.0,0.0,0.0,3.33,5.45,0.0
2025-01-01 04:30:00,0.0,0.0,0.0,3.75,5.59,0.0
2025-01-01 05:30:00,0.0,0.0,0.0,4.03,5.66,0.0
2025-01-01 06:30:00,0.0,0.0,0.0,4.17,5.72,0.0
2025-01-01 07:30:00,0.0,0.0,-1.87,4.27,5.79,0.0
2025-01-01 08:30:00,196395.6,138.48,3.92,4.27,5.86,0.0
2025-01-01 09:30:00,521129.1,329.28,8.2,4.59,6.07,0.0
2025-01-01 10:30:00,688080.0,429.27,10.67,5.07,5.72,0.0
2025-01-01 11:30:00,716628.0,446.35,11.13,5.34,6.14,0.0
2025-01-01 12:30:00,590028.6,371.29,9.54,5.42,5.59,0.0
2025-01-01 13:30:00,371361.9,242.71,6.03,5.39,6.0,0.0
2025-01-01 14:30:00,347.7,6.06,0.87,5.17,5.66,0.0
2025-01-01 15:30:00,0.0,0.0,0.0,4.62,5.31,0.0
2025-01-01 16:30:00,0.0,0.0,0.0,4.62,5.17,0.0
2025-01-01 17:30:00,0.0,0.0,0.0,4.4,5.17,0.0
2025-01-01 18:30:00,0.0,0.0,0.0,4.22,5.17,0.0
2025-01-01 19:30:00,0.0,0.0,0.0,3.73,4.83,0.0
2025-01-01 20:30:00,0.0,0.0,0.0,3.25,4.41,0.0
2025-01-01 21:30:00,0.0,0.0,0.0,2.42,4.55,0.0
2025-01-01 22:30:00,0.0,0.0,0.0,2.0,4.14,0.0
2025-01-01 23:30:00,0.0,0.0,0.0,1.49,4.14,0.0
2025-01-02 00:30:00,0.0,0.0,0.0,1.46,4.28,0.0
2025-01-02 01:30:00,0.0,0.0,0.0,1.43,4.83,0.0
2025-01-02 02:30:00,0.0,0.0,0.0,1.43,4.97,0.0
2025-01-02 03:30:00,0.0,0.0,0.0,1.59,4.76,0.0
2025-01-02 04:30:00,0.0,0.0,0.0,1.73,4.69,0.0
2025-01-02 05:30:00,0.0,0.0,0.0,1.73,4.97,0.0
2025-01-02 06:30:00,0.0,0.0,0.0,1.95,5.17,0.0
2025-01-02 07:30:00,0.0,0.0,-1.84,1.97,5.17,0.0
2025-01-02 08:30:00,13285.8,18.62,3.96,1.92,5.24,0.0
2025-01-02 09:30:00,74718.9,61.18,8.26,2.1,5.59,0.0
2025-01-02 10:30:00,177510.0,123.78,10.74,2.25,5.24,0.0
2025-01-02 11:30:00,194071.5,133.71,11.22,2.59,5.1,0.0
2025-01-02 12:30:00,156190.5,111.3,9.64,2.59,4.97,0.0
2025-01-02 13:30:00,83118.6,66.69,6.14,2.52,4.9,0.0
2025-01-02 14:30:00,0.0,5.52,0.99,2.3,5.1,0.0
2025-01-02 15:30:00,0.0,0.0,0.0,2.05,4.97,0.0
2025-01-02 16:30:00,0.0,0.0,0.0,1.94,4.97,0.0
2025-01-02 17:30:00,0.0,0.0,0.0,2.03,5.24,0.0
2025-01-02 18:30:00,0.0,0.0,0.0,1.96,5.93,0.0
2025-01-02 19:30:00,0.0,0.0,0.0,1.69,6.48,0.0
2025-01-02 20:30:00,0.0,0.0,0.0,1.63,6.48,0.0
2025-01-02 21:30:00,0.0,0.0,0.0,1.73,6.69,0.0
2025-01-02 22:30:00,0.0,0.0,0.0,2.29,7.03,0.0
2025-01-02 23:30:00,0.0,0.0,0.0,2.72,7.38,0.0
2025-01-03 00:30:00,0.0,0.0,0.0,3.1,7.24,0.0
2025-01-03 01:30:00,0.0,0.0,0.0,3.48,7.38,0.0
2025-01-03 02:30:00,0.0,0.0,0.0,3.76,7.45,0.0
2025-01-03 03:30:00,0.0,0.0,0.0,4.07,7.93,0.0
2025-01-03 04:30:00,0.0,0.0,0.0,4.4,8.34,0.0
2025-01-03 05:30:00,0.0,0.0,0.0,4.86,8.41,0.0
2025-01-03 06:30:00,0.0,0.0,0.0,5.01,8.55,0.0
2025-01-03 07:30:00,0.0,0.0,-1.8,5.14,8.55,0.0
2025-01-03 08:30:00,0.0,4.3,4.01,5.38,8.28,0.0
2025-01-03 09:30:00,4154.1,10.55,8.32,5.7,7.93,0.0
2025-01-03 10:30:00,13889.7,19.39,10.82,6.25,6.9,0.0
2025-01-03 11:30:00,12096.3,17.93,11.31,6.79,6.83,0.0
2025-01-03 12:30:00,2324.1,8.61,9.75,7.03,6.28,0.0
2025-01-03 13:30:00,0.0,3.74,6.26,6.89,5.52,0.0
2025-01-03 14:30:00,0.0,4.3,1.12,6.47,5.31,0.0
2025-01-03 15:30:00,0.0,0.0,0.0,5.66,4.55,0.0
2025-01-03 16:30:00,0.0,0.0,0.0,5.32,4.62,0.0
2025-01-03 17:30:00,0.0,0.0,0.0,5.05,4.9,0.0
2025-01-03 18:30:00,0.0,0.0,0.0,4.54,5.52,0.0
2025-01-03 19:30:00,0.0,0.0,0.0,4.48,5.93,0.0
2025-01-03 20:30:00,0.0,0.0,0.0,4.64,6.41,0.0
2025-01-03 21:30:00,0.0,0.0,0.0,4.39,6.9,0.0
2025-01-03 22:30:00,0.0,0.0,0.0,4.36,6.9,0.0
2025-01-03 23:30:00,0.0,0.0,0.0,4.58,7.86,0.0
2025-01-04 00:30:00,0.0,0.0,0.0,4.74,8.62,0.0
2025-01-04 01:30:00,0.0,0.0,0.0,4.94,9.45,0.0
2025-01-04 02:30:00,0.0,0.0,0.0,5.39,10.07,0.0
2025-01-04 03:30:00,0.0,0.0,0.0,5.45,10.14,0.0
2025-01-04 04:30:00,0.0,0.0,0.0,5.21,9.31,0.0
2025-01-04 05:30:00,0.0,0.0,0.0,5.01,8.97,0.0
2025-01-04 06:30:00,0.0,0.0,0.0,4.58,8.14,0.0
2025-01-04 07:30:00,0.0,0.0,-1.76,4.49,7.93,0.0
2025-01-04 08:30:00,88023.0,70.74,4.07,3.85,8.83,0.0
2025-01-04 09:30:00,67032.9,56.52,8.4,3.52,8.55,0.0
2025-01-04 10:30:00,304402.2,198.07,10.91,4.03,8.48,0.0
2025-01-04 11:30:00,562651.8,349.1,11.42,4.19,8.76,0.0
2025-01-04 12:30:00,580933.5,362.01,9.87,4.75,8.9,0.0
2025-01-04 13:30:00,389277.6,251.8,6.39,4.94,8.9,0.0
2025-01-04 14:30:00,1537.2,7.62,1.26,4.88,9.24,0.0
2025-01-04 15:30:00,0.0,0.0,0.0,4.67,9.59,0.0
2025-01-04 16:30:00,0.0,0.0,0.0,4.6,8.83,0.0
2025-01-04 17:30:00,0.0,0.0,0.0,4.52,8.14,0.0
2025-01-04 18:30:00,0.0,0.0,0.0,4.49,7.79,0.0
2025-01-04 19:30:00,0.0,0.0,0.0,4.14,7.38,0.0
2025-01-04 20:30:00,0.0,0.0,0.0,3.84,7.03,0.0
2025-01-04 21:30:00,0.0,0.0,0.0,3.61,6.62,0.0
2025-01-04 22:30:00,0.0,0.0,0.0,3.11,5.66,0.0
2025-01-04 23:30:00,0.0,0.0,0.0,2.55,4.48,0.0
2025-01-05 00:30:00,0.0,0.0,0.0,1.63,3.93,0.0
2025-01-05 01:30:00,0.0,0.0,0.0,0.86,3.86,0.0
2025-01-05 02:30:00,0.0,0.0,0.0,0.35,3.52,0.0
2025-01-05 03:30:00,0.0,0.0,0.0,0.14,3.38,0.0
2025-01-05 04:30:00,0.0,0.0,0.0,-0.11,3.03,0.0
2025-01-05 05:30:00,0.0,0.0,0.0,-0.41,2.83,0.0
2025-01-05 06:30:00,0.0,0.0,0.0,-0.88,3.52,0.0
2025-01-05 07:30:00,0.0,0.0,-1.71,-1.0,3.31,0.0
2025-01-05 08:30:00,68954.4,57.42,4.13,-0.68,2.9,0.0
2025-01-05 09:30:00,89724.9,70.09,8.48,0.23,3.1,0.0
2025-01-05 10:30:00,110312.4,83.08,11.01,1.24,3.17,0.0
2025-01-05 11:30:00,171288.0,120.31,11.53,2.31,3.52,0.0
2025-01-05 12:30:00,221631.3,150.57,9.99,3.31,3.93,0.0
2025-01-05 13:30:00,47927.7,43.97,6.53,3.76,4.21,0.0
2025-01-05 14:30:00,0.0,2.51,1.4,4.17,5.1,0.0
2025-01-05 15:30:00,0.0,0.0,0.0,4.25,5.52,0.0
2025-01-05 16:30:00,0.0,0.0,0.0,4.21,5.66,0.0
2025-01-05 17:30:00,0.0,0.0,0.0,4.64,5.93,0.0
2025-01-05 18:30:00,0.0,0.0,0.0,5.02,6.28,0.0
2025-01-05 19:30:00,0.0,0.0,0.0,5.33,6.55,0.0
2025-01-05 20:30:00,0.0,0.0,0.0,5.42,6.55,0.0
2025-01-05 21:30:00,0.0,0.0,0.0,5.4,6.28,0.0
2025-01-05 22:30:00,0.0,0.0,0.0,5.37,6.0,0.0
2025-01-05 23:30:00,0.0,0.0,0.0,5.4,5.93,0.0
2025-01-06 00:30:00,0.0,0.0,0.0,5.4,5.93,0.0
2025-01-06 01:30:00,0.0,0.0,0.0,5.48,6.07,0.0
2025-01-06 02:30:00,0.0,0.0,0.0,5.61,5.93,0.0
2025-01-06 03:30:00,0.0,0.0,0.0,5.75,5.72,0.0
2025-01-06 04:30:00,0.0,0.0,0.0,5.82,5.52,0.0
2025-01-06 05:30:00,0.0,0.0,0.0,5.88,5.24,0.0
2025-01-06 06:30:00,0.0,0.0,0.0,6.01,4.97,0.0
2025-01-06 07:30:00,0.0,0.0,-1.65,6.21,4.62,0.0
2025-01-06 08:30:00,2799.9,9.13,4.2,6.41,4.41,0.0
2025-01-06 09:30:00,31915.2,33.25,8.56,6.45,4.41,0.0
2025-01-06 10:30:00,80465.1,65.7,11.11,6.57,4.48,0.0
2025-01-06 11:30:00,50068.8,45.74,11.65,6.81,4.48,0.0
2025-01-06 12:30:00,82496.4,66.84,10.13,6.86,4.07,0.0
2025-01-06 13:30:00,15042.6,20.4,6.67,6.97,4.34,0.0
2025-01-06 14:30:00,0.0,3.55,1.54,6.79,4.34,0.0
2025-01-06 15:30:00,0.0,0.0,0.0,6.62,4.41,0.0
2025-01-06 16:30:00,0.0,0.0,0.0,6.54,4.62,0.0
2025-01-06 17:30:00,0.0,0.0,0.0,6.46,4.48,0.0
2025-01-06 18:30:00,0.0,0.0,0.0,6.25,4.28,0.0
2025-01-06 19:30:00,0.0,0.0,0.0,6.04,4.41,0.0
2025-01-06 20:30:00,0.0,0.0,0.0,5.61,4.69,0.0
2025-01-06 21:30:00,0.0,0.0,0.0,5.57,4.83,0.0
2025-01-06 22:30:00,0.0,0.0,0.0,5.36,4.48,0.0
2025-01-06 23:30:00,0.0,0.0,0.0,5.28,4.69,0.0
2025-01-07 00:30:00,0.0,0.0,0.0,4.96,4.83,0.0
2025-01-07 01:30:00,0.0,0.0,0.0,4.56,4.83,0.0
2025-01-07 02:30:00,0.0,0.0,0.0,4.43,4.76,0.0
2025-01-07 03:30:00,0.0,0.0,0.0,4.15,4.55,0.0
2025-01-07 04:30:00,0.0,0.0,0.0,3.5,4.07,0.0
2025-01-07 05:30:00,0.0,0.0,0.0,3.53,3.86,0.0
2025-01-07 06:30:00,0.0,0.0,0.0,3.33,3.66,0.0
2025-01-07 07:30:00,0.0,0.0,-1.59,3.63,3.52,0.0
2025-01-07 08:30:00,15591.6,20.77,4.28,3.99,3.79,0.0
2025-01-07 09:30:00,20788.8,24.74,8.66,4.29,4.14,0.0
2025-01-07 10:30:00,68808.0,57.58,11.23,4.74,4.14,0.0
2025-01-07 11:30:00,41101.8,39.53,11.78,5.67,4.41,0.0
2025-01-07 12:30:00,52447.8,47.42,10.26,6.35,4.48,0.0
2025-01-07 13:30:00,106835.4,82.78,6.81,6.9,4.69,0.0
2025-01-07 14:30:00,2177.7,8.42,1.7,6.78,4.55,0.0
2025-01-07 15:30:00,0.0,0.0,0.0,6.47,4.9,0.0
2025-01-07 16:30:00,0.0,0.0,0.0,6.3,5.38,0.0
2025-01-07 17:30:00,0.0,0.0,0.0,6.3,5.52,0.0
2025-01-07 18:30:00,0.0,0.0,0.0,5.78,5.79,0.0
2025-01-07 19:30:00,0.0,0.0,0.0,5.56,6.48,0.0
2025-01-07 20:30:00,0.0,0.0,0.0,5.24,6.97,0.0
2025-01-07 21:30:00,0.0,0.0,0.0,5.63,7.52,0.0
2025-01-07 22:30:00,0.0,0.0,0.0,5.88,8.55,0.0
2025-01-07 23:30:00,0.0,0.0,0.0,5.9,9.03,0.0
2025-01-08 00:30:00,0.0,0.0,0.0,6.01,8.97,0.0
2025-01-08 01:30:00,0.0,0.0,0.0,6.13,8.83,0.0
2025-01-08 02:30:00,0.0,0.0,0.0,6.24,8.21,0.0
2025-01-08 03:30:00,0.0,0.0,0.0,6.4,8.41,0.0
2025-01-08 04:30:00,0.0,0.0,0.0,6.41,8.21,0.0
2025-01-08 05:30:00,0.0,0.0,0.0,6.67,8.28,0.0
2025-01-08 06:30:00,0.0,0.0,0.0,6.99,8.0,0.0
2025-01-08 07:30:00,0.0,0.0,-1.52,7.31,7.79,0.0
2025-01-08 08:30:00,512.4,6.34,4.37,7.82,7.72,0.0
2025-01-08 09:30:00,9278.1,15.56,8.76,8.44,7.66,0.0
2025-01-08 10:30:00,29426.4,31.69,11.35,8.85,6.55,0.0
2025-01-08 11:30:00,104401.5,81.34,11.91,9.14,6.97,0.0
2025-01-08 12:30:00,63226.5,55.41,10.41,9.31,7.24,0.0
2025-01-08 13:30:00,153061.2,112.57,6.97,9.38,7.03,0.0
2025-01-08 14:30:00,2122.8,8.42,1.85,9.05,6.83,0.0
2025-01-08 15:30:00,0.0,0.0,0.0,8.45,6.41,0.0
2025-01-08 16:30:00,0.0,0.0,0.0,7.83,5.86,0.0
2025-01-08 17:30:00,0.0,0.0,0.0,7.1,5.52,0.0
2025-01-08 18:30:00,0.0,0.0,0.0,6.28,5.45,0.0
2025-01-08 19:30:00,0.0,0.0,0.0,5.86,5.38,0.0
2025-01-08 20:30:00,0.0,0.0,0.0,5.46,5.17,0.0
2025-01-08 21:30:00,0.0,0.0,0.0,5.03,4.83,0.0
2025-01-08 22:30:00,0.0,0.0,0.0,5.11,3.79,0.0
2025-01-08 23:30:00,0.0,0.0,0.0,4.48,3.59,0.0
2025-01-09 00:30:00,0.0,0.0,0.0,4.03,4.41,0.0
2025-01-09 01:30:00,0.0,0.0,0.0,3.58,4.07,0.0
2025-01-09 02:30:00,0.0,0.0,0.0,3.13,4.0,0.0
2025-01-09 03:30:00,0.0,0.0,0.0,3.28,3.72,0.0
2025-01-09 04:30:00,0.0,0.0,0.0,3.17,3.03,0.0
2025-01-09 05:30:00,0.0,0.0,0.0,3.28,2.76,0.0
2025-01-09 06:30:00,0.0,0.0,0.0,3.12,2.62,0.0
2025-01-09 07:30:00,0.0,0.0,-1.44,2.97,2.62,0.0
2025-01-09 08:30:00,6954.0,13.21,4.46,3.32,2.83,0.0
2025-01-09 09:30:00,15426.9,20.48,8.87,3.7,3.17,0.0
2025-01-09 10:30:00,21831.9,25.53,11.47,4.21,3.72,0.0
2025-01-09 11:30:00,39711.0,38.5,12.05,4.62,4.48,0.0
2025-01-09 12:30:00,7429.8,13.72,10.56,4.92,5.31,0.0
2025-01-09 13:30:00,475.8,6.24,7.13,4.97,5.52,0.0
2025-01-09 14:30:00,0.0,1.7,2.02,5.27,5.86,0.0
2025-01-09 15:30:00,0.0,0.0,0.0,5.62,5.52,0.0
2025-01-09 16:30:00,0.0,0.0,0.0,6.61,4.48,0.0
2025-01-09 17:30:00,0.0,0.0,0.0,7.81,5.1,0.0
2025-01-09 18:30:00,0.0,0.0,0.0,8.22,6.14,0.0
2025-01-09 19:30:00,0.0,0.0,0.0,8.35,5.1,0.0
2025-01-09 20:30:00,0.0,0.0,0.0,8.42,4.97,0.0
2025-01-09 21:30:00,0.0,0.0,0.0,8.35,4.97,0.0
2025-01-09 22:30:00,0.0,0.0,0.0,8.55,4.48,0.0
2025-01-09 23:30:00,0.0,0.0,0.0,8.31,4.41,0.0
2025-01-10 00:30:00,0.0,0.0,0.0,8.25,4.41,0.0
2025-01-10 01:30:00,0.0,0.0,0.0,7.75,4.28,0.0
2025-01-10 02:30:00,0.0,0.0,0.0,7.1,3.93,0.0
2025-01-10 03:30:00,0.0,0.0,0.0,6.59,3.86,0.0
2025-01-10 04:30:00,0.0,0.0,0.0,6.07,2.9,0.0
2025-01-10 05:30:00,0.0,0.0,0.0,6.19,1.72,0.0
2025-01-10 06:30:00,0.0,0.0,0.0,6.07,2.07,0.0
2025-01-10 07:30:00,0.0,0.0,-1.36,5.8,2.14,0.0
2025-01-10 08:30:00,8106.9,14.38,4.56,5.86,1.79,0.0
2025-01-10 09:30:00,32921.7,33.96,8.99,6.11,1.72,0.0
2025-01-10 10:30:00,104566.2,81.0,11.61,5.9,2.07,0.0
2025-01-10 11:30:00,67325.7,57.47,12.2,6.27,2.62,0.0
2025-01-10 12:30:00,37350.3,37.18,10.72,6.54,2.48,0.0
2025-01-10 13:30:00,6606.3,13.01,7.3,6.47,2.9,0.0
2025-01-10 14:30:00,0.0,2.32,2.19,6.14,3.72,0.0
2025-01-10 15:30:00,0.0,0.0,0.0,5.49,3.52,0.0
2025-01-10 16:30:00,0.0,0.0,0.0,5.17,4.34,0.0
2025-01-10 17:30:00,0.0,0.0,0.0,5.19,4.69,0.0
2025-01-10 18:30:00,0.0,0.0,0.0,5.34,4.14,0.0
2025-01-10 19:30:00,0.0,0.0,0.0,5.21,4.07,0.0
2025-01-10 20:30:00,0.0,0.0,0.0,4.69,4.34,0.0
2025-01-10 21:30:00,0.0,0.0,0.0,4.37,4.21,0.0
2025-01-10 22:30:00,0.0,0.0,0.0,4.39,3.17,0.0
2025-01-10 23:30:00,0.0,0.0,0.0,3.75,2.9,0.0
2025-01-11 00:30:00,0.0,0.0,0.0,3.01,2.34,0.0
2025-01-11 01:30:00,0.0,0.0,0.0,3.07,1.45,0.0
2025-01-11 02:30:00,0.0,0.0,0.0,3.01,1.38,0.0
2025-01-11 03:30:00,0.0,0.0,0.0,3.01,1.24,0.0
2025-01-11 04:30:00,0.0,0.0,0.0,2.89,1.17,0.0
2025-01-11 05:30:00,0.0,0.0,0.0,3.56,2.69,0.0
2025-01-11 06:30:00,0.0,0.0,0.0,3.77,3.24,0.0
2025-01-11 07:30:00,0.0,0.0,-1.27,3.85,2.9,0.0
2025-01-11 08:30:00,20239.8,24.26,4.67,3.72,3.52,0.0
2025-01-11 09:30:00,88846.5,70.74,9.11,3.82,4.76,0.0
2025-01-11 10:30:00,59694.6,51.78,11.75,4.02,5.93,0.0
2025-01-11 11:30:00,140708.7,101.86,12.36,4.4,6.69,0.0
2025-01-11 12:30:00,82917.3,66.9,10.89,5.05,8.0,0.0
2025-01-11 13:30:00,46756.5,43.41,7.47,5.19,8.41,0.0
2025-01-11 14:30:00,9223.2,15.45,2.37,5.06,8.55,0.0
2025-01-11 15:30:00,0.0,0.0,0.0,4.93,8.55,0.0
2025-01-11 16:30:00,0.0,0.0,0.0,5.04,9.03,0.0
2025-01-11 17:30:00,0.0,0.0,0.0,5.22,9.38,0.0
2025-01-11 18:30:00,0.0,0.0,0.0,5.42,9.38,0.0
2025-01-11 19:30:00,0.0,0.0,0.0,5.55,9.52,0.0
2025-01-11 20:30:00,0.0,0.0,0.0,5.63,9.66,0.0
2025-01-11 21:30:00,0.0,0.0,0.0,5.71,9.66,0.0
2025-01-11 22:30:00,0.0,0.0,0.0,5.89,9.38,0.0
2025-01-11 23:30:00,0.0,0.0,0.0,6.08,9.45,0.0
2025-01-12 00:30:00,0.0,0.0,0.0,6.16,9.45,0.0
2025-01-12 01:30:00,0.0,0.0,0.0,6.25,9.31,0.0
2025-01-12 02:30:00,0.0,0.0,0.0,6.33,9.38,0.0
2025-01-12 03:30:00,0.0,0.0,0.0,6.34,9.52,0.0
2025-01-12 04:30:00,0.0,0.0,0.0,6.45,9.38,0.0
2025-01-12 05:30:00,0.0,0.0,0.0,6.59,9.31,0.0
2025-01-12 06:30:00,0.0,0.0,0.0,6.69,9.1,0.0
2025-01-12 07:30:00,0.0,0.0,-1.17,6.76,8.55,0.0
2025-01-12 08:30:00,0.0,4.59,4.78,6.77,7.79,0.0
2025-01-12 09:30:00,4300.5,10.74,9.24,6.72,7.24,0.0
2025-01-12 10:30:00,9589.2,15.75,11.89,6.78,6.48,0.0
2025-01-12 11:30:00,20825.4,24.97,12.52,6.77,6.55,0.0
2025-01-12 12:30:00,13176.0,18.82,11.06,6.59,6.14,0.0
2025-01-12 13:30:00,4044.3,10.45,7.65,6.38,5.79,0.0
2025-01-12 14:30:00,0.0,0.24,2.55,6.11,5.79,0.0
2025-01-12 15:30:00,0.0,0.0,0.0,5.88,5.38,0.0
2025-01-12 16:30:00,0.0,0.0,0.0,5.67,5.03,0.0
2025-01-12 17:30:00,0.0,0.0,0.0,5.43,4.76,0.0
2025-01-12 18:30:00,0.0,0.0,0.0,5.28,3.93,0.0
2025-01-12 19:30:00,0.0,0.0,0.0,5.21,2.97,0.0
2025-01-12 20:30:00,0.0,0.0,0.0,5.19,2.14,0.0
2025-01-12 21:30:00,0.0,0.0,0.0,5.28,2.76,0.0
2025-01-12 22:30:00,0.0,0.0,0.0,5.33,3.66,0.0
2025-01-12 23:30:00,0.0,0.0,0.0,5.47,4.34,0.0
2025-01-13 00:30:00,0.0,0.0,0.0,5.72,4.41,0.0
2025-01-13 01:30:00,0.0,0.0,0.0,5.67,4.34,0.0
2025-01-13 02:30:00,0.0,0.0,0.0,5.56,4.62,0.0
2025-01-13 03:30:00,0.0,0.0,0.0,5.64,4.83,0.0
2025-01-13 04:30:00,0.0,0.0,0.0,5.75,4.97,0.0
2025-01-13 05:30:00,0.0,0.0,0.0,5.78,4.97,0.0
2025-01-13 06:30:00,0.0,0.0,0.0,5.33,4.9,0.0
2025-01-13 07:30:00,0.0,0.0,-1.06,4.96,4.97,0.0
2025-01-13 08:30:00,103083.9,80.46,4.9,4.53,4.9,0.0
2025-01-13 09:30:00,246647.4,166.49,9.38,4.57,4.48,0.0
2025-01-13 10:30:00,512747.7,324.79,12.05,5.22,4.28,0.0
2025-01-13 11:30:00,327295.5,214.76,12.69,5.71,4.34,0.0
2025-01-13 12:30:00,281179.5,187.56,11.24,5.87,4.48,0.0
2025-01-13 13:30:00,178498.2,126.52,7.83,5.85,5.03,0.0
2025-01-13 14:30:00,78086.1,66.18,2.74,5.86,4.76,0.0
2025-01-13 15:30:00,0.0,0.0,0.0,5.2,4.41,0.0
2025-01-13 16:30:00,0.0,0.0,0.0,5.02,4.28,0.0
2025-01-13 17:30:00,0.0,0.0,0.0,5.05,4.21,0.0
2025-01-13 18:30:00,0.0,0.0,0.0,4.92,4.41,0.0
2025-01-13 19:30:00,0.0,0.0,0.0,4.78,4.76,0.0
2025-01-13 20:30:00,0.0,0.0,0.0,4.88,5.03,0.0
2025-01-13 21:30:00,0.0,0.0,0.0,4.9,5.31,0.0
2025-01-13 22:30:00,0.0,0.0,0.0,4.88,5.93,0.0
2025-01-13 23:30:00,0.0,0.0,0.0,4.86,6.62,0.0
2025-01-14 00:30:00,0.0,0.0,0.0,5.09,7.31,0.0
2025-01-14 01:30:00,0.0,0.0,0.0,5.03,8.21,0.0
2025-01-14 02:30:00,0.0,0.0,0.0,4.92,8.62,0.0
2025-01-14 03:30:00,0.0,0.0,0.0,4.92,8.9,0.0
2025-01-14 04:30:00,0.0,0.0,0.0,4.82,9.24,0.0
2025-01-14 05:30:00,0.0,0.0,0.0,4.86,8.97,0.0
2025-01-14 06:30:00,0.0,0.0,0.0,5.19,8.9,0.0
2025-01-14 07:30:00,0.0,0.0,-0.95,5.7,9.03,0.0
2025-01-14 08:30:00,0.0,4.4,5.03,6.12,8.9,0.0
2025-01-14 09:30:00,5197.2,11.64,9.53,6.42,9.17,0.0
2025-01-14 10:30:00,7594.5,13.95,12.21,6.95,8.55,0.0
2025-01-14 11:30:00,43645.5,41.17,12.86,7.42,8.55,0.0
2025-01-14 12:30:00,30469.5,32.35,11.43,7.96,7.79,0.0
2025-01-14 13:30:00,223278.3,154.6,8.02,8.11,6.9,0.0
2025-01-14 14:30:00,83960.4,70.61,2.93,7.83,6.07,0.0
2025-01-14 15:30:00,0.0,0.0,0.0,7.12,5.38,0.0
2025-01-14 16:30:00,0.0,0.0,0.0,6.78,5.38,0.0
2025-01-14 17:30:00,0.0,0.0,0.0,6.78,5.93,0.0
2025-01-14 18:30:00,0.0,0.0,0.0,6.86,6.48,0.0
2025-01-14 19:30:00,0.0,0.0,0.0,7.24,7.17,0.0
2025-01-14 20:30:00,0.0,0.0,0.0,7.91,8.07,0.0
2025-01-14 21:30:00,0.0,0.0,0.0,8.14,9.52,0.0
2025-01-14 22:30:00,0.0,0.0,0.0,8.64,10.55,0.0
2025-01-14 23:30:00,0.0,0.0,0.0,9.09,10.9,0.0
2025-01-15 00:30:00,0.0,0.0,0.0,9.55,10.83,0.0
2025-01-15 01:30:00,0.0,0.0,0.0,9.94,10.62,0.0
2025-01-15 02:30:00,0.0,0.0,0.0,10.32,10.62,0.0
2025-01-15 03:30:00,0.0,0.0,0.0,10.58,10.76,0.0
2025-01-15 04:30:00,0.0,0.0,0.0,10.55,10.69,0.0
2025-01-15 05:30:00,0.0,0.0,0.0,10.39,10.41,0.0
2025-01-15 06:30:00,0.0,0.0,0.0,10.41,10.28,0.0
2025-01-15 07:30:00,0.0,0.0,-0.83,10.49,10.21,0.0
2025-01-15 08:30:00,0.0,5.63,5.17,10.53,10.21,0.0
2025-01-15 09:30:00,4044.3,10.59,9.68,10.58,10.28,0.0
2025-01-15 10:30:00,8363.1,14.85,12.38,10.79,10.0,0.0
2025-01-15 11:30:00,10888.5,17.12,13.05,10.78,9.93,0.0
2025-01-15 12:30:00,15189.0,20.79,11.62,10.81,9.45,0.0
2025-01-15 13:30:00,5691.3,12.3,8.22,10.82,9.03,0.0
2025-01-15 14:30:00,0.0,5.45,3.13,10.66,8.41,0.0
2025-01-15 15:30:00,0.0,0.0,0.0,10.58,8.07,0.0
2025-01-15 16:30:00,0.0,0.0,0.0,10.37,8.34,0.0
2025-01-15 17:30:00,0.0,0.0,0.0,10.01,8.62,0.0
2025-01-15 18:30:00,0.0,0.0,0.0,9.53,9.1,0.0
2025-01-15 19:30:00,0.0,0.0,0.0,9.21,8.62,0.0
2025-01-15 20:30:00,0.0,0.0,0.0,8.3,7.38,0.0
2025-01-15 21:30:00,0.0,0.0,0.0,7.3,6.34,0.0
2025-01-15 22:30:00,0.0,0.0,0.0,5.92,5.93,0.0
2025-01-15 23:30:00,0.0,0.0,0.0,5.56,6.41,0.0
2025-01-16 00:30:00,0.0,0.0,0.0,5.57,6.62,0.0
2025-01-16 01:30:00,0.0,0.0,0.0,5.88,6.48,0.0
2025-01-16 02:30:00,0.0,0.0,0.0,6.19,6.48,0.0
2025-01-16 03:30:00,0.0,0.0,0.0,6.25,6.69,0.0
2025-01-16 04:30:00,0.0,0.0,0.0,6.24,6.97,0.0
2025-01-16 05:30:00,0.0,0.0,0.0,6.37,7.1,0.0
2025-01-16 06:30:00,0.0,0.0,0.0,6.43,6.9,0.0
2025-01-16 07:30:00,0.0,0.0,-0.7,6.46,6.62,0.0
2025-01-16 08:30:00,174984.6,126.02,5.31,6.32,6.28,0.0
2025-01-16 09:30:00,455413.8,292.21,9.84,6.6,6.07,0.0
2025-01-16 10:30:00,464307.6,296.81,12.56,7.18,6.07,0.0
2025-01-16 11:30:00,495545.7,315.93,13.24,7.57,5.79,0.0
2025-01-16 12:30:00,509947.8,325.91,11.82,7.75,5.72,0.0
2025-01-16 13:30:00,286102.2,192.67,8.42,7.79,5.72,0.0
